TCCON,OCO2,Time
390.75,413.61972,2622
389.7,414.97287,2623
389.66,416.35376,2624
390.43,416.36282,2625
389.9,414.6482,2626
389.8,413.61563,2627
390.14,413.71246,2628
390.26,416.0152,2629
389.81,414.0772,2630
389.91,415.68494,2631
390.56,416.23788,2632
390.5,413.25345,2633
390.17,413.45416,2634
390.21,415.6532,2635
390.29,414.81406,2636
389.9,414.37692,2637
390.33,416.63666,2638
390.94,416.29584,2639
389.88,415.08472,2640
390.11,415.6081,2641
390.43,415.1419,2642
390.39,414.95,2643
390.37,413.06924,2644
390.6,415.5039,2645
390.64,416.0693,2646
390.7,415.89145,2647
390.58,415.70114,2648
390.24,416.0232,2649
390.15,414.9111,2650
390.37,415.30978,2651
390.59,415.47647,2652
390.5,415.56152,2653
390.14,415.5864,2654
390.01,415.61725,2655
390.77,415.5543,2656
390.83,415.579,2657
390.37,415.51233,2658
390.43,415.65927,2659
390.47,416.29892,2660
390.28,416.12088,2661
390.62,415.8222,2662
390.21,415.42035,2663
390.43,415.59808,2664
390.09,416.51956,2665
390.59,415.72726,2666
390.78,415.64453,2667
390.68,416.1221,2668
390.55,413.9409,2669
390.18,415.19305,2670
390.2,414.05032,2671
390.6,413.63654,2672
390.48,414.4078,2673
390.44,414.77258,2674
391.44,414.49698,2675
390.58,415.1473,2676
390.45,415.06003,2677
390.81,416.1134,2678
390.94,414.63876,2679
390.7,415.80344,2680
391.09,413.2067,2681
390.67,413.73676,2682
391.25,415.25537,2683
391.04,412.92868,2684
390.55,414.38263,2685
390.61,415.33704,2686
390.64,415.6235,2687
390.78,416.54944,2688
390.94,414.16113,2689
391.16,415.89563,2690
391.1,414.91913,2691
390.71,416.7922,2692
390.26,412.97842,2693
390.75,414.33704,2694
391.09,415.4055,2695
391.31,415.58844,2696
390.58,415.75937,2697
391,413.2371,2698
390.8,415.46945,2699
390.98,416.36865,2700
391.23,415.2005,2701
390.77,415.3084,2702
390.98,416.37723,2703
391.01,416.14935,2704
390.93,415.8103,2705
390.96,415.01117,2706
390.19,415.32306,2707
390.89,415.62735,2708
390.97,415.73022,2709
391.18,415.5147,2710
390.98,414.32947,2711
390.99,415.68823,2712
391.38,415.41315,2713
390.99,414.54837,2714
390.86,415.42575,2715
390.62,414.66623,2716
390.66,416.1006,2717
390.98,412.9515,2718
390.76,416.35117,2719
390.87,414.25623,2720
390.84,415.8666,2721
391.08,415.48688,2722
391.42,416.10092,2723
391.15,415.415,2724
390.65,416.11484,2725
391.04,413.01505,2726
391.36,413.37134,2727
390.59,413.66412,2728
391.2,413.75302,2729
391,413.51892,2730
390.72,415.96268,2731
391.16,415.40753,2732
390.9,415.54294,2733
391.02,412.31,2734
391.26,411.68805,2735
390.94,414.0014,2736
391.11,416.0586,2737
390.87,413.1249,2738
391.23,416.70264,2739
390.85,414.25055,2740
391.31,413.36246,2741
390.71,416.25037,2742
390.88,415.61618,2743
391.1,415.9783,2744
390.96,415.94305,2745
391.27,415.39777,2746
390.86,415.02957,2747
390.44,415.35663,2748
390.94,414.6216,2749
390.96,415.16275,2750
390.47,415.54553,2751
391.43,415.46533,2752
390.69,415.4242,2753
390.75,415.69812,2754
390.85,415.4672,2755
390.78,415.90564,2756
391.1,416.03732,2757
390.86,415.95895,2758
390.67,416.39276,2759
390.77,412.69016,2760
390.88,414.68304,2761
390.62,414.76724,2762
391.19,414.17648,2763
390.98,415.86008,2764
390.81,415.46616,2765
391.04,415.48053,2766
390.46,415.75262,2767
390.58,415.024,2768
390.86,415.7137,2769
390.94,412.7702,2770
391.02,413.5371,2771
391.38,415.3671,2772
391.05,417.12988,2773
391.24,415.9197,2774
390.88,415.82657,2775
390.83,416.20035,2776
390.77,417.0574,2777
390.76,414.9995,2778
390.9,413.84167,2779
391.2,414.85922,2780
390.76,414.44852,2781
390.84,414.92468,2782
390.79,415.74332,2783
391.6,415.92963,2784
391.57,416.5432,2785
391.22,417.0782,2786
391.38,416.07056,2787
391.13,415.78366,2788
390.99,414.95422,2789
391,414.53897,2790
391.44,414.77094,2791
390.93,415.757,2792
391.54,414.88818,2793
391.2,415.71222,2794
390.7,416.76346,2795
390.72,416.7684,2796
390.74,416.2146,2797
391.41,415.66602,2798
390.64,416.43607,2799
391.29,415.87646,2800
390.87,416.57074,2801
390.49,417.0877,2802
390.32,416.27356,2803
390.86,415.23294,2804
391.38,415.98874,2805
390.96,415.07147,2806
390.63,417.24692,2807
390.38,415.5425,2808
391.13,414.83096,2809
390.54,416.4661,2810
390.92,414.67642,2811
391.44,415.65414,2812
390.63,415.01154,2813
390.66,415.27478,2814
390.98,415.92206,2815
390.91,415.80014,2816
390.76,413.80286,2817
390.85,413.96115,2818
391.04,414.31143,2819
391.07,414.40195,2820
390.84,413.75528,2821
390.51,415.081,2822
391.06,415.08893,2823
390.72,415.29666,2824
390.75,415.72147,2825
390.82,415.50473,2826
390.46,416.97055,2827
390.88,416.1811,2828
390.94,412.56674,2829
390.54,415.26315,2830
390.14,415.2878,2831
390.97,415.7925,2832
391.12,415.83997,2833
391.14,414.93152,2834
391.15,415.88623,2835
390.49,416.02603,2836
390.43,415.03348,2837
390.58,415.13828,2838
390.78,414.7734,2839
390.76,415.16217,2840
390.49,415.36673,2841
390.77,415.6508,2842
390.64,415.74777,2843
390.51,415.3546,2844
390.23,416.4913,2845
390.55,415.46875,2846
390.36,415.54242,2847
390.32,415.46912,2848
390.79,415.67587,2849
390.57,415.20807,2850
390.73,414.30542,2851
390.77,414.85153,2852
390.47,414.4377,2853
390.69,414.79913,2854
390.08,416.17056,2855
390.67,416.25443,2856
390.28,415.5338,2857
390.64,415.67203,2858
390.77,414.83496,2859
390.73,414.38672,2860
390.32,415.14328,2861
390.51,414.1591,2862
390.18,413.019,2863
390.44,412.54904,2864
390.31,413.43835,2865
390.67,414.06964,2866
390.6,414.1959,2867
390.07,414.10623,2868
390.63,413.73624,2869
390.53,414.64554,2870
390.15,414.87286,2871
390.67,415.16217,2872
390.51,413.67438,2873
390.47,413.15958,2874
390.07,415.24582,2875
390.51,414.3138,2876
390.59,413.18692,2877
390.01,413.0463,2878
390.28,413.9809,2879
390.38,415.51193,2880
390.37,413.9995,2881
390.67,413.48636,2882
391.03,415.13635,2883
390.63,415.0752,2884
390.81,415.008,2885
390.7,414.39465,2886
390.79,412.21066,2887
390.23,413.32425,2888
391.1,411.11978,2889
390.66,414.36783,2890
390.69,411.2319,2891
390.49,412.97733,2892
390.5,415.11313,2893
390.5,414.03284,2894
390.43,415.86575,2895
390.36,413.10187,2896
390.67,412.75876,2897
390.35,415.16223,2898
390.42,415.69296,2899
390.23,413.83768,2900
390.4,411.90454,2901
390.39,413.93137,2902
390.47,411.77667,2903
390.55,414.38776,2904
390.74,412.77997,2905
390.54,413.75998,2906
390.64,413.49304,2907
390.71,412.35645,2908
390.16,412.78772,2909
390.11,413.35672,2910
390.81,413.38394,2911
390.6,414.79352,2912
390.4,413.61145,2913
390.42,415.23752,2914
390.24,415.0538,2915
390.29,415.53763,2916
390.79,414.91577,2917
390.24,413.84476,2918
390.62,415.88943,2919
390.52,413.02173,2920
390.58,415.8276,2921
390.03,413.52594,2922
390.45,416.04572,2923
390.74,414.52673,2924
390.59,414.19684,2925
390.59,414.10364,2926
390.24,412.87143,2927
391.01,413.36954,2928
390.44,414.2038,2929
390.64,412.88968,2930
390.29,414.1044,2931
390.58,414.1883,2932
390.6,413.64514,2933
390.68,415.00174,2934
390.6,414.4226,2935
390.3,410.7912,2936
390.47,413.69888,2937
390.77,412.77985,2938
390.26,413.80908,2939
390.66,414.2735,2940
390.17,415.1426,2941
390.89,411.3278,2942
390.57,414.34665,2943
390.17,413.69568,2944
390.72,413.36655,2945
390.42,414.21915,2946
390.65,413.51248,2947
391.16,414.51978,2948
390.56,415.96878,2949
390.9,414.7175,2950
390.9,412.9756,2951
389.96,413.757,2952
390.46,414.78168,2953
390.82,415.46408,2954
390.4,414.9685,2955
390.51,413.95157,2956
390.68,414.5753,2957
390.48,414.16357,2958
390.82,415.05136,2959
390.32,416.56995,2960
390.15,415.77194,2961
390.24,415.28027,2962
390.19,414.87024,2963
390.68,415.34286,2964
390.31,414.6815,2965
390.63,413.9759,2966
390.94,414.74802,2967
390.58,414.934,2968
391.12,414.65872,2969
390.64,414.9126,2970
390.8,415.26572,2971
391.02,414.98804,2972
390.39,414.1084,2973
391.02,414.15656,2974
390.84,413.46854,2975
390.81,415.19147,2976
391.39,415.76462,2977
391.13,413.8205,2978
390.9,413.80914,2979
390.16,414.28424,2980
390.6,413.3635,2981
391,414.69687,2982
390.87,415.3766,2983
390.5,414.58533,2984
390.64,414.9515,2985
390.73,414.78528,2986
390.79,413.6461,2987
390.63,413.55173,2988
390.96,414.98984,2989
390.82,415.3208,2990
390.84,414.83655,2991
391.24,415.53748,2992
390.37,415.74115,2993
390.75,414.37408,2994
390.7,415.88818,2995
391.12,415.06885,2996
391.04,415.16464,2997
390.31,414.4204,2998
390.51,414.39716,2999
390.74,415.57846,3000
390.78,412.57755,3001
390.47,415.03186,3002
390.71,415.49573,3003
391.44,415.40515,3004
390.66,415.67456,3005
390.74,415.09158,3006
390.51,411.80258,3007
390.5,415.29855,3008
390.74,415.7408,3009
390.35,415.16214,3010
390.55,415.3288,3011
390.82,415.1828,3012
390.7,415.89206,3013
390.41,414.50772,3014
391.05,414.81177,3015
390.48,414.65762,3016
391.04,416.086,3017
390.44,414.36624,3018
391.23,415.17288,3019
390.63,415.94003,3020
391.18,415.40292,3021
390.77,415.42023,3022
390.63,415.07346,3023
390.42,415.08493,3024
390.46,415.72128,3025
390.33,415.17328,3026
390.36,415.1955,3027
391.08,415.29288,3028
391.12,415.27747,3029
390.49,414.82565,3030
390.84,415.48718,3031
390.7,414.48257,3032
391.18,414.59534,3033
390.54,414.5961,3034
390.8,415.63647,3035
390.72,415.56717,3036
390.72,414.78036,3037
391,415.0578,3038
390.69,415.41873,3039
390.84,413.86923,3040
390.45,413.7262,3041
390.91,414.38388,3042
390.31,414.86694,3043
390.84,415.028,3044
390.56,415.4409,3045
390.99,415.24997,3046
391.08,415.7135,3047
390.62,415.10788,3048
390.78,415.5088,3049
390.52,415.27945,3050
390.38,415.6125,3051
391.19,415.94818,3052
391.21,415.744,3053
391.06,414.3746,3054
390.54,415.33963,3055
390.24,414.87524,3056
391.12,415.8345,3057
391.06,414.459,3058
391.04,415.36368,3059
390.71,415.19543,3060
391.3,414.9627,3061
390.74,413.60535,3062
390.81,414.3076,3063
390.32,414.3032,3064
390.66,415.60303,3065
391.28,415.04123,3066
390.62,414.41162,3067
390.63,413.7147,3068
390.92,414.6465,3069
390.99,414.4938,3070
390.62,414.49484,3071
390.93,414.22842,3072
390.65,414.18353,3073
391.03,414.10458,3074
390.63,414.36273,3075
390.77,413.78348,3076
390.99,414.83643,3077
391.23,413.8972,3078
390.8,414.8891,3079
391.56,412.84857,3080
390.56,413.62057,3081
391.98,412.6183,3082
390.85,413.2128,3083
390.4,414.33572,3084
391.79,413.56757,3085
391.66,414.88678,3086
389.19,415.19946,3087
391.35,413.98337,3088
391.63,413.9081,3089
391.66,415.23996,3090
391.42,414.2133,3091
390.39,413.0652,3092
391.49,413.93173,3093
390.52,414.34567,3094
390.62,414.89166,3095
391.14,415.9863,3096
390.72,415.98523,3097
390.32,413.53473,3098
390.38,414.68506,3099
390.88,414.0162,3100
390.76,413.85617,3101
390.35,414.31287,3102
390.53,413.38568,3103
391.23,413.53452,3104
390.94,414.73013,3105
390.35,414.0069,3106
391.08,413.65552,3107
390.88,414.40332,3108
390.9,413.5315,3109
390.8,413.36807,3110
392.94,415.37006,3111
392.18,413.35062,3112
392.47,414.20438,3113
393.04,414.97342,3114
392.22,415.05823,3115
392.75,414.84027,3116
392.57,414.9337,3117
392.8,413.17584,3118
392.76,414.87866,3119
391.98,414.0898,3120
392.98,414.41254,3121
392.99,415.03546,3122
392.41,415.29337,3123
393.2,415.4434,3124
392.44,414.78574,3125
392.34,414.9104,3126
392.23,415.6871,3127
392.49,413.9853,3128
393.54,413.05234,3129
393.24,414.6254,3130
392.34,415.3041,3131
392.94,413.21646,3132
393.15,414.9706,3133
392.94,415.5301,3134
393.27,414.83966,3135
392.61,414.83765,3136
392.27,415.4906,3137
392.11,414.7713,3138
393.71,413.96097,3139
393.34,414.21503,3140
392.8,415.1345,3141
392.4,415.44513,3142
393.04,416.54596,3143
392.72,414.9732,3144
392.66,415.456,3145
392.79,414.67215,3146
394.27,413.4821,3147
393.85,413.04257,3148
392.82,413.35583,3149
393.17,415.02924,3150
394.05,415.89575,3151
393.48,413.50708,3152
393.68,412.74704,3153
393.04,413.9654,3154
393.85,414.78577,3155
393.51,413.16275,3156
393.73,414.54388,3157
393.48,415.71262,3158
392.67,415.682,3159
393.37,415.29367,3160
393.86,415.31927,3161
393,414.57507,3162
392.43,414.76614,3163
393.03,415.32224,3164
391.76,415.56128,3165
392.45,415.022,3166
391.9,415.5808,3167
392.24,415.0467,3168
392.34,414.53326,3169
392.22,415.4614,3170
392,415.02835,3171
392.09,415.1158,3172
392.5,415.0385,3173
392.33,415.05624,3174
392.28,415.47058,3175
391.85,415.13525,3176
391.55,415.56128,3177
392.24,415.26334,3178
391.74,414.08923,3179
392.4,414.75064,3180
392.03,416.36902,3181
392.17,414.3578,3182
392.19,415.44858,3183
391.62,414.69537,3184
392.16,414.84955,3185
392.01,415.09763,3186
392.25,415.25043,3187
391.91,415.14105,3188
391.86,415.15942,3189
392.1,414.48898,3190
391.64,415.07477,3191
392.17,415.00717,3192
391.81,415.28915,3193
392,415.4172,3194
392.11,415.03363,3195
391.68,415.65506,3196
391.79,415.13324,3197
392.3,415.08902,3198
391.83,414.99414,3199
391.72,413.73184,3200
392.02,415.23474,3201
391.25,415.73203,3202
391.82,415.7712,3203
391.76,415.11807,3204
392.44,415.0923,3205
392.2,415.27142,3206
391.62,417.05084,3207
392.11,414.2851,3208
391.77,414.42188,3209
391.46,413.86154,3210
391.25,415.0523,3211
391.59,413.88684,3212
392.07,415.62146,3213
391.61,414.4838,3214
391.37,415.8416,3215
391.56,416.0563,3216
392.27,414.00897,3217
392.82,414.29312,3218
391.94,414.76913,3219
392.71,413.80804,3220
391.89,415.07626,3221
392.51,414.81467,3222
392.38,413.3101,3223
392.71,414.27167,3224
392.44,414.55325,3225
392.39,414.35934,3226
392.48,413.87265,3227
392.28,415.31555,3228
392.37,413.70004,3229
391.96,415.33264,3230
392.4,416.15103,3231
392.01,415.62512,3232
392.25,415.65173,3233
392.26,415.9273,3234
392.37,415.89355,3235
392.6,415.5881,3236
391.76,415.37604,3237
392.53,414.5394,3238
392.28,416.0453,3239
391.9,415.20508,3240
392.63,415.2161,3241
392.26,415.84058,3242
391.9,415.71503,3243
392.41,415.942,3244
392.07,415.37463,3245
392.19,415.56146,3246
391.73,415.66623,3247
392.44,415.20547,3248
392.34,415.14948,3249
392.46,415.54535,3250
391.99,415.35764,3251
392.65,415.94308,3252
392.17,416.20218,3253
392.35,414.60754,3254
392.12,415.12723,3255
392.32,415.03842,3256
391.7,414.98044,3257
392.55,414.6136,3258
392.39,414.91245,3259
392.25,415.295,3260
392.08,414.51218,3261
392.6,414.7833,3262
392.4,415.8034,3263
392.33,415.03885,3264
391.85,415.5947,3265
392.32,415.2546,3266
392.24,415.75903,3267
392.12,414.36334,3268
391.73,415.05185,3269
391.44,415.6197,3270
391.96,415.81366,3271
391.44,415.18524,3272
392.29,415.1445,3273
391.98,416.05646,3274
391.88,415.46436,3275
391.94,414.65656,3276
392.54,415.38608,3277
391.91,415.15286,3278
392.17,415.45728,3279
392.62,415.65,3280
392.47,415.42465,3281
392.68,415.91968,3282
392.4,415.1987,3283
392.12,415.51523,3284
392.62,415.25006,3285
392.24,414.31046,3286
392.72,415.1269,3287
392.65,412.86307,3288
392.14,414.40396,3289
391.94,416.41492,3290
392.6,415.96426,3291
392.6,415.32812,3292
392.36,415.95175,3293
392.37,414.54358,3294
392.61,415.61462,3295
392.4,413.76898,3296
392.23,415.86447,3297
392.6,415.6596,3298
391.69,415.40665,3299
392.22,415.64853,3300
392.28,414.92477,3301
391.88,417.5072,3302
392.64,415.4846,3303
392.15,412.23248,3304
391.75,415.06128,3305
392.29,414.76465,3306
392.29,415.51227,3307
392.37,414.73615,3308
392.29,414.9865,3309
392.19,414.872,3310
391.96,414.3318,3311
392.15,413.87585,3312
392.62,414.54752,3313
392.28,415.74307,3314
392.25,415.64542,3315
392.88,414.7668,3316
392.43,415.27374,3317
392,415.21356,3318
392.23,414.7556,3319
392.45,413.64304,3320
392.01,415.7536,3321
392.27,415.40256,3322
392.65,416.17026,3323
391.66,414.80386,3324
392.7,414.72195,3325
392.93,415.13,3326
392.49,416.0521,3327
392.31,415.46396,3328
392.48,415.66904,3329
392.37,414.9898,3330
392.04,416.35355,3331
392.63,416.3481,3332
392.64,415.14517,3333
392.45,415.33533,3334
392.65,415.86023,3335
392.5,415.0519,3336
392.62,415.1878,3337
392.15,415.70282,3338
391.92,415.33804,3339
392.34,413.57642,3340
392.32,414.12054,3341
392.56,414.2296,3342
392.41,414.95575,3343
392.54,415.19937,3344
392.86,414.90912,3345
392.38,413.9114,3346
392.53,414.587,3347
392.52,414.78088,3348
392.75,414.2704,3349
392.24,413.00766,3350
392.32,414.98413,3351
392.62,416.0234,3352
392.38,414.61658,3353
392.56,415.1911,3354
392.12,415.37997,3355
392.66,414.3453,3356
391.58,416.2383,3357
391.94,413.84476,3358
392.44,412.72565,3359
391.69,414.178,3360
392.14,415.44522,3361
392.49,415.85342,3362
392.14,414.77972,3363
392.66,414.6181,3364
392.22,415.7741,3365
392.12,415.82635,3366
392.43,415.5661,3367
392.44,415.905,3368
392.16,414.86115,3369
392.69,415.3403,3370
392.26,415.112,3371
392.34,415.48972,3372
392.73,415.62408,3373
393.27,415.34515,3374
392.21,414.90674,3375
392.42,415.31128,3376
392.18,414.97714,3377
392.32,414.9661,3378
392.09,415.65662,3379
392.11,415.51157,3380
392.77,415.7742,3381
391.77,414.2079,3382
392.83,414.69064,3383
391.91,414.53195,3384
391.89,415.4515,3385
392.19,415.07788,3386
391.54,415.85806,3387
391.74,414.61282,3388
391.69,415.6909,3389
391.68,414.90677,3390
391.84,414.83087,3391
391.63,415.40182,3392
391.54,414.52197,3393
391.97,414.97833,3394
391.37,415.76166,3395
391.7,415.29077,3396
392.04,414.93716,3397
392.24,415.7332,3398
391.65,415.37112,3399
391.98,413.69775,3400
391.83,413.18088,3401
391.65,413.0266,3402
391.82,414.1988,3403
391.29,414.48306,3404
392.28,413.97125,3405
392.1,412.74478,3406
391.63,414.8183,3407
392.06,415.19586,3408
391.61,415.39276,3409
391.73,415.45615,3410
391.94,414.17807,3411
391.49,415.7065,3412
391.8,415.24527,3413
391.71,415.33517,3414
391.9,414.77576,3415
391.57,415.37177,3416
391.77,415.60202,3417
391.75,415.82144,3418
391.69,415.1594,3419
392.13,415.29672,3420
391.53,415.11722,3421
391.77,415.56052,3422
392.01,414.54904,3423
391.95,415.5352,3424
391.85,415.4753,3425
391.94,415.3664,3426
392.02,414.94595,3427
391.91,414.54456,3428
391.83,415.0153,3429
391.72,415.05215,3430
391.81,414.60382,3431
391.36,415.44348,3432
391.78,415.30878,3433
391.81,415.14795,3434
392.06,414.59222,3435
391.55,415.4662,3436
392.6,414.15762,3437
391.22,414.63083,3438
392.01,413.37558,3439
391.73,415.6462,3440
391.92,414.94952,3441
391.77,413.78015,3442
391.65,412.85037,3443
391.96,412.66193,3444
392.87,414.0988,3445
391.73,412.6851,3446
392.11,414.16742,3447
392.14,413.21143,3448
392.11,413.47275,3449
392.07,414.7386,3450
392.18,414.81848,3451
392.06,415.237,3452
391.92,412.9334,3453
392.17,413.5338,3454
391.62,413.76187,3455
391.89,414.5569,3456
392.57,412.60254,3457
391.73,415.58185,3458
392.14,414.8381,3459
392.34,415.36545,3460
391.86,410.25958,3461
392.22,414.32706,3462
392.34,415.6848,3463
391.75,415.152,3464
391.67,415.2563,3465
391.68,414.92044,3466
392.54,414.95016,3467
391.84,416.00684,3468
392.11,415.30923,3469
391.84,415.14795,3470
391.64,415.74915,3471
392.12,414.46124,3472
392.14,412.9689,3473
392.59,414.25894,3474
391.69,415.41553,3475
391.62,414.06985,3476
392.27,415.10703,3477
391.86,415.59482,3478
391.98,415.8514,3479
391.7,414.67236,3480
392.08,414.59348,3481
392.09,414.67807,3482
391.92,415.1269,3483
392.28,414.97986,3484
391.78,414.81958,3485
391.99,410.31818,3486
391.76,413.13452,3487
391.58,415.8102,3488
392.25,414.4358,3489
391.74,414.14066,3490
392.44,414.17053,3491
391.68,414.26355,3492
391.67,412.85025,3493
391.94,409.79428,3494
391.81,414.57318,3495
391.48,413.4774,3496
392.12,414.584,3497
392.48,412.45856,3498
392.19,414.31824,3499
391.28,414.38382,3500
391.9,412.39746,3501
392.13,414.12262,3502
392.03,413.55496,3503
391.59,413.30127,3504
391.93,415.14825,3505
392.48,414.24564,3506
391.77,413.28796,3507
392,413.20483,3508
392,413.5193,3509
391.82,414.33975,3510
392.21,415.436,3511
391.79,415.35254,3512
391.88,415.02145,3513
391.75,414.53418,3514
391.4,414.74435,3515
391.42,412.9555,3516
391.63,414.5035,3517
391.48,414.0772,3518
391.48,415.35333,3519
391.66,415.3539,3520
391.92,415.09805,3521
391.98,415.90158,3522
392.14,414.83777,3523
391.95,416.0147,3524
391.44,414.8442,3525
391.74,413.88113,3526
391.56,415.42123,3527
391.46,414.83667,3528
391.29,415.74518,3529
391.58,415.48898,3530
391.96,415.12622,3531
391.55,414.44968,3532
391.99,414.5128,3533
392.05,413.35596,3534
391.63,415.36588,3535
391.43,413.03662,3536
391.83,413.8794,3537
391.86,414.2206,3538
391.11,415.35803,3539
391.48,412.7874,3540
391.68,414.01645,3541
392.17,415.27512,3542
391.65,414.4345,3543
391.58,414.65683,3544
391.9,415.89566,3545
391.03,415.23785,3546
391.15,414.5379,3547
391.05,414.14392,3548
391.74,414.18655,3549
391.9,415.54178,3550
391.8,414.32898,3551
391.59,414.74506,3552
391.45,415.44525,3553
392.89,414.40823,3554
391.95,414.7251,3555
391.84,415.1492,3556
392.51,415.48172,3557
392.5,415.4395,3558
392.67,412.721,3559
392.05,413.92587,3560
392.47,413.16455,3561
392.23,413.68222,3562
392.22,414.9473,3563
392.24,415.1167,3564
392.13,414.76462,3565
392.23,414.46948,3566
391.94,414.2285,3567
391.67,418.48785,3568
392.29,414.78015,3569
392.05,413.87204,3570
392.53,414.60922,3571
392.05,415.0989,3572
392.22,414.35388,3573
392.24,414.93616,3574
392.39,414.49698,3575
392.72,414.90674,3576
392.34,415.7257,3577
392,414.70456,3578
392.14,413.10123,3579
391.96,413.30353,3580
392.11,414.94305,3581
392.23,415.17914,3582
392.22,414.63657,3583
391.55,415.3083,3584
392.28,415.64066,3585
391.53,415.12393,3586
392.14,415.38647,3587
392.51,415.0931,3588
392.03,414.91953,3589
391.93,414.38986,3590
392.23,414.13135,3591
391.87,413.9775,3592
392.12,413.7846,3593
391.79,415.97757,3594
391.84,415.51767,3595
392.03,414.87915,3596
391.47,415.47327,3597
392.04,415.6896,3598
392.23,415.76233,3599
392.2,415.2789,3600
391.83,415.3315,3601
391.98,414.53137,3602
392.1,415.36526,3603
391.75,415.24738,3604
391.72,415.4451,3605
392.07,415.04153,3606
392.03,414.96817,3607
391.96,414.83643,3608
391.75,413.76434,3609
391.54,414.01724,3610
391.39,414.26315,3611
391.82,415.15286,3612
391.5,416.18167,3613
391.99,415.0755,3614
391.75,414.51874,3615
391.07,415.21442,3616
392.37,414.6284,3617
391.57,415.9948,3618
391.64,415.1978,3619
392.16,414.89215,3620
391.72,415.85806,3621
391.76,415.6544,3622
391.16,415.16,3623
392,414.9312,3624
392.18,414.0314,3625
391.13,415.8226,3626
391.57,415.24945,3627
391.57,415.22073,3628
392.27,415.33994,3629
391.4,416.13156,3630
391.72,415.46057,3631
391.51,415.7219,3632
391.67,415.06107,3633
391.66,415.46732,3634
391.6,414.91498,3635
391.76,415.2314,3636
392.46,415.0958,3637
391.46,415.37946,3638
391.33,415.14096,3639
391.62,415.72736,3640
391.38,414.91983,3641
391.44,415.00378,3642
391.43,415.50616,3643
392.07,415.47168,3644
391.91,415.1136,3645
391.72,415.86404,3646
391.85,414.90707,3647
391.57,414.84027,3648
391.97,415.06854,3649
392.32,414.6823,3650
391.78,414.76508,3651
391.3,414.96555,3652
392.14,415.7888,3653
392.48,415.12872,3654
391.1,414.99924,3655
391.74,414.96008,3656
391.59,412.7895,3657
391.96,414.6531,3658
392.39,414.18335,3659
392.32,414.97882,3660
392.58,415.61234,3661
392.08,415.83636,3662
392.27,414.53006,3663
392.24,415.73895,3664
391.77,413.0518,3665
392.34,413.9472,3666
392.04,414.95355,3667
392.36,414.26004,3668
392.13,415.24625,3669
391.82,414.64636,3670
392.15,414.08633,3671
392.24,414.4973,3672
392.5,414.14886,3673
392.55,415.2562,3674
392.15,412.30652,3675
392.52,414.8666,3676
391.83,414.44254,3677
392.06,414.75668,3678
392.12,414.74268,3679
392.34,414.8968,3680
392.23,413.73825,3681
392.75,414.7346,3682
388.96,414.70255,3683
392.71,414.48688,3684
392.61,414.2072,3685
392.31,414.39835,3686
391.69,415.4701,3687
392.28,413.8178,3688
392.21,414.46027,3689
392.86,415.29388,3690
391.47,415.22873,3691
391.86,415.3661,3692
391.92,415.64133,3693
391.93,414.48083,3694
391.99,414.46985,3695
392.49,415.16412,3696
392.59,415.53238,3697
392.65,416.0259,3698
392.07,415.585,3699
391.91,415.33585,3700
391.98,415.20578,3701
391.86,417.17828,3702
392.21,416.84726,3703
392.25,415.44034,3704
392.26,415.8694,3705
392.67,415.8248,3706
391.96,415.84045,3707
391.63,415.93457,3708
391.75,415.32642,3709
392.73,415.8452,3710
392.07,416.33057,3711
392.4,415.84772,3712
391.6,415.1628,3713
392.48,415.22516,3714
392.71,415.48532,3715
393.01,415.78842,3716
393.19,415.825,3717
392.86,415.787,3718
392.82,415.5883,3719
392.95,415.5554,3720
392.51,415.97232,3721
392.73,415.54044,3722
392.76,415.90598,3723
392.51,415.0527,3724
393.39,415.67725,3725
392.49,415.984,3726
392.36,415.45575,3727
392.53,415.76105,3728
392.92,415.2772,3729
392.09,415.72687,3730
392.78,415.36804,3731
392.45,415.62805,3732
392.41,415.90613,3733
392.33,415.2026,3734
392.55,415.98535,3735
392.01,414.14905,3736
392.77,415.35107,3737
392.65,416.49905,3738
391.79,415.38004,3739
392.67,415.3109,3740
392.64,416.4042,3741
392.89,414.29782,3742
392.54,414.98166,3743
392.63,416.111,3744
392.37,415.0481,3745
392.7,412.60092,3746
392.4,415.96997,3747
392.7,416.24567,3748
392.28,415.01022,3749
392.59,415.5202,3750
392.19,415.51434,3751
392.38,416.15088,3752
392.39,415.10037,3753
392.77,416.0693,3754
392.82,416.59457,3755
392.6,411.5477,3756
391.76,415.94528,3757
392.38,415.2058,3758
392.83,416.00806,3759
392.95,416.1629,3760
391.88,414.53036,3761
392.48,414.66193,3762
393.06,414.43405,3763
391.34,416.38998,3764
393.71,415.41428,3765
392.47,415.7736,3766
393.19,415.1268,3767
391.64,415.85565,3768
392.26,415.3847,3769
392.26,415.63043,3770
392.06,415.3432,3771
392.18,415.5827,3772
392.52,415.6928,3773
392.08,415.45767,3774
392.63,415.6414,3775
392.21,415.28278,3776
391.33,415.35342,3777
391.66,415.65128,3778
392.45,415.6864,3779
392.25,415.514,3780
392.53,415.62244,3781
392.01,415.67328,3782
392.12,415.251,3783
392.33,415.42627,3784
392.01,415.6435,3785
392.02,415.37866,3786
392.58,415.99524,3787
392.87,414.44873,3788
392.66,415.37085,3789
392.47,415.3361,3790
392.45,416.58762,3791
392.36,415.16714,3792
